Aracá uakari,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Bald uakari,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Golden-backed uakari,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Neblina uakari,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Black bearded saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Reddish-brown bearded saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Red-backed bearded saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Uta Hick's bearded saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
White-nosed saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Burnished saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Cazuza's saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Equatorial saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Golden-faced saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Hairy saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Isabel's saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Miller's saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Monk saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Napo saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Rio Tapajós saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Vanzolini's bald-faced saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
White-faced saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
White-footed saki,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Philippine tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Horsfield's tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Dian's tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Gursky's spectral tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Jatna's tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Lariang tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Makassar tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Niemitz's tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Peleng tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Pygmy tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Sangihe tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Siau Island tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Spectral tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Wallace's tarsier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
Northern needle-clawed bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Southern needle-clawed bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Dusky bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Mohol bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Senegal bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Somali bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Angolan dwarf galago,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Prince Demidoff's bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Thomas's bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Brown greater galago,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Northern greater galago,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Grant's bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Kenya coast galago,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Rondo dwarf galago,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Uluguru bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Zanzibar bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Bioko Allen's bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Gabon bushbaby,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Makandé squirrel galago,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Gray slender loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Red slender loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Bangka slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Bengal slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Bornean slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Javan slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Kayan River slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Philippine slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Sumatran slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Sunda slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Pygmy slow loris,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Calabar angwantibo,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Golden angwantibo,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Central African potto,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
East African potto,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
West African potto,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
Hairy-eared dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Ankarana dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Fat-tailed dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Furry-eared dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Greater dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Groves' dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Lavasoa dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Lesser iron-gray dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Montagne d'Ambre dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Sibree's dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Thomas' dwarf lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Anosy mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Arnhold's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Bemanasy mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Bongolava mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Brown mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Claire's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Danfoss's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Ganzhorn's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Gerp's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Golden-brown mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Goodman's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Gray mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Jolly's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
MacArthur's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Madame Berthe's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Margot Marsh's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Marohita mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Jonah's mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Northern rufous mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Nosy Boraha mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Pygmy mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Reddish-gray mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Sambirano mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Simmons' mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Coquerel's giant mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Northern giant mouse lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Amber Mountain fork-marked lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Masoala fork-marked lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Pale fork-marked lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Pariente's fork-marked lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Aye-aye,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Bemaraha woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Betsileo woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Eastern woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Moore's woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Peyrieras's woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Ramanantsoavana's woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Sambirano woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Southern woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Western woolly lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Indri,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Coquerel's sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Crowned sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Diademed sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Golden-crowned sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Milne-Edwards's sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Perrier's sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Silky sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Verreaux's sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Von der Decken's sifaka,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Black lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Blue-eyed black lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Collared brown lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Common brown lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Crowned lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Gray-headed lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Mongoose lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Red lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Red-bellied lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Red-fronted lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Sanford's brown lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
White-headed lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Eastern lesser bamboo lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Golden bamboo lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Lac Alaotra bamboo lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Southern lesser bamboo lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Western lesser bamboo lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Ring-tailed lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Greater bamboo lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Black-and-white ruffed lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Red ruffed lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
AEECL's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Ahmanson's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Ankarana sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Betsileo sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Daraina sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Fleurete's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Gray-backed sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Grewcock's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Hawks' sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Holland's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Hubbard's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
James' sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Milne-Edwards' sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Northern sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Otto's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Petter's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Randrianasolo's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Red-tailed sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Sahamalaza sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Scott's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Seal's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Small-toothed sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Weasel sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
White-footed sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
Wright's sportive lemur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
